Name,"Full name","Description","Location","Coordinates","URL","Version","DNSSEC validation","No logs","Namecoin","Resolver address","Provider name","Provider public key","Provider public key TXT record"
cs-ro,"CS Romania DNSCrypt server","provided by cryptostorm.is","Romania",,https://cryptostorm.is,1,no,yes,yes,5.254.96.195:443,2.dnscrypt-cert.cryptostorm.is,3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A,
cs-se,"CS Stockholm SE DNSCrypt server","provided by cryptostorm.is","Stockholm Sweden",,https://cryptostorm.is,1,no,yes,yes,128.127.104.108:443,2.dnscrypt-cert.cryptostorm.is,3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A,
cs-useast2,"CS Washington DC US DNSCrypt server","provided by cryptostorm.is","Washington DC",,https://cryptostorm.is,1,no,yes,yes,198.7.58.227:443,2.dnscrypt-cert.cryptostorm.is,3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A,
cs-useast,"CS New York City NY US DNSCrypt server","provided by cryptostorm.is","Buffalo NY",,https://cryptostorm.is,1,no,yes,yes,173.234.159.235:443,2.dnscrypt-cert.cryptostorm.is,3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A,
cs-usnorth,"CS Chicago IL US DNSCrypt server","provided by cryptostorm.is","Chicago IL",,https://cryptostorm.is,1,no,yes,yes,173.234.56.115:443,2.dnscrypt-cert.cryptostorm.is,3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A,
cs-ussouth,"CS Dallas TX US DNSCrypt server","provided by cryptostorm.is","Dallas TX",,https://cryptostorm.is,1,no,yes,yes,209.58.147.36:443,2.dnscrypt-cert.cryptostorm.is,3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A,
cs-uswest3,"CS secondary Las Vegas NV US DNSCrypt server","provided by cryptostorm.is","Las Vegas NV",,https://cryptostorm.is,1,no,yes,yes,104.238.195.139:443,2.dnscrypt-cert.cryptostorm.is,3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A,
cs-uswest,"CS Seattle WA US DNSCrypt server","provided by cryptostorm.is","Seattle WA",,https://cryptostorm.is,1,no,yes,yes,64.120.5.251:443,2.dnscrypt-cert.cryptostorm.is,3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A,
d0wn-cr-ns1,"D0wn Resolver Costa Rica 01","Server provided by Martin  d0wn  Albus","Costa Rica",,https://dns.d0wn.biz,1,yes,yes,no,138.59.17.208:1053,2.dnscrypt-cert.cr.d0wn.biz,408B:5064:1EF0:575F:EC9A:BBF6:FC0A:F83A:F434:22BD:03FA:2663:81B3:DADD:1312:5A85,pubkey.cr.dnscrypt.d0wn.biz
d0wn-gr-ns1,"D0wn Resolver Greece 01","Server provided by Martin  d0wn  Albus","Greece",,https://dns.d0wn.biz,1,yes,yes,no,85.25.105.193:1053,2.dnscrypt-cert.gr.d0wn.biz,B19C:0B5C:48F2:58FA:0BE4:67F4:5F50:BC7F:985F:C544:8A4F:BC9D:5574:5A35:5701:8009,pubkey.gr.dnscrypt.d0wn.biz
d0wn-is-ns2,"D0wn Resolver Iceland 02","Server provided by Martin  d0wn  Albus","Iceland",,https://dns.d0wn.biz,1,yes,yes,no,93.95.226.165:1053,2.dnscrypt-cert.is2.d0wn.biz,8460:34A9:C630:CA3C:04AC:4A90:1625:F17A:87B2:ACB9:4180:AC48:1E2C:10E8:CEDE:1A6F,pubkey.is2.dnscrypt.d0wn.biz
d0wn-lv-ns1,"D0wn Resolver Latvia 01","Server provided by Martin  d0wn  Albus","Latvia",,https://dns.d0wn.biz,1,yes,yes,no,89.111.13.60:443,2.dnscrypt-cert.lv.d0wn.biz,9AC3:6B4C:7ADB:E7D6:D697:B6BF:151C:151A:B291:8C5D:B912:15F8:B986:5926:33A4:A5E1,pubkey.lv.dnscrypt.d0wn.biz
d0wn-tz-ns1,"D0wn Resolver Tanzania 01","Server provided by Martin  d0wn  Albus","Tanzania",,https://dns.d0wn.biz,1,yes,yes,no,41.79.69.13:443,2.dnscrypt-cert.tz.d0wn.biz,D606:15FB:D145:3BA1:4E76:8A3E:5C5C:B3AC:1746:1331:463D:A0AF:8CF7:DF04:DA4D:756D,pubkey.tz.dnscrypt.d0wn.biz
d0wn-us-ns4,"D0wn Resolver United States of America 04","Server provided by Martin  d0wn  Albus","United States of America",,https://dns.d0wn.biz,1,yes,yes,no,107.181.168.52:443,2.dnscrypt-cert.us4.d0wn.biz,F392:5D53:A315:66C2:ACF2:B2D2:8A69:6739:B066:1B8C:EF1B:3AFD:E828:0D83:D4EA:6D7D,pubkey.us4.dnscrypt.d0wn.biz
dnscrypt.ca-1,"dnscrypt.ca Server 1","Uncensored DNSSEC validating and log-free","Montreal Canada",,https://dnscrypt.ca/,1,yes,yes,no,199.167.130.118:5353,2.dnscrypt-cert.dnscrypt.ca-1,74F7:4555:17BC:26F7:1177:E56D:7293:2788:6C72:915B:3F46:2830:3F91:0C47:C38E:8279,
dnscrypt.ca-2,"dnscrypt.ca Server 2","Uncensored DNSSEC validating and log-free","Montreal Canada",,https://dnscrypt.ca/,1,yes,yes,no,199.167.128.112:5353,2.dnscrypt-cert.dnscrypt.ca-2,43D5:2C82:5922:96C2:DB6F:8D48:CE22:4FDC:C726:26E1:06F6:E388:6193:FA00:9029:631B,
dnscrypt.eu-dk,"DNSCrypt.eu Denmark","Free non-logged uncensored. Hosted by Netgroup.","Denmark",,https://dnscrypt.eu,1,yes,yes,no,77.66.84.233:443,2.dnscrypt-cert.resolver2.dnscrypt.eu,3748:5585:E3B9:D088:FD25:AD36:B037:01F5:520C:D648:9E9A:DD52:1457:4955:9F0A:9955,pubkey.resolver2.dnscrypt.eu
dnscrypt.eu-nl-port5353,"DNSCrypt.eu Holland (port 5353)","Free non-logged uncensored. Hosted by RamNode.","Netherlands",,https://dnscrypt.eu,1,yes,yes,no,176.56.237.171:5353,2.dnscrypt-cert.resolver1.dnscrypt.eu,67C0:0F2C:21C5:5481:45DD:7CB4:6A27:1AF2:EB96:9931:40A3:09B6:2B8D:1653:1185:9C66,pubkey.resolver1.dnscrypt.eu
dnscrypt.eu-nl,"DNSCrypt.eu Holland","Free non-logged uncensored. Hosted by RamNode.","Netherlands",,https://dnscrypt.eu,1,yes,yes,no,176.56.237.171:443,2.dnscrypt-cert.resolver1.dnscrypt.eu,67C0:0F2C:21C5:5481:45DD:7CB4:6A27:1AF2:EB96:9931:40A3:09B6:2B8D:1653:1185:9C66,pubkey.resolver1.dnscrypt.eu
dnscrypt.nl-ns0,"DNSCrypt.nl The Netherlands (NL)","Public DNSCrypt server in Amsterdam the Netherlands","Netherlands",,https://dnscrypt.nl,1,yes,yes,no,45.76.35.212:443,2.dnscrypt-cert.ns0.dnscrypt.nl,4C84:FB8C:0511:5DFA:5F97:C5ED:0329:1370:C78A:BCD6:4E15:DD53:AB08:DE72:FB84:4ACA,pkey.ns0.dnscrypt.nl
dnscrypt.org-fr,"DNSCrypt.org France","DNSSEC/Non-logged/Uncensored - ARM server donated by Scaleway.com","Paris France",,https://fr.dnscrypt.org,2,yes,yes,no,212.47.228.136:443,2.dnscrypt-cert.fr.dnscrypt.org,E801:B84E:A606:BFB0:BAC0:CE43:445B:B15E:BA64:B02F:A3C4:AA31:AE10:636A:0790:324D,pubkey.fr.dnscrypt.org
freetsa.org,"FreeTSA USA DNSCrypt server","Non-logged/Uncensored provided by freetsa.org","California",,https://freetsa.org,1,yes,yes,no,205.185.116.116:553,2.dnscrypt-cert.freetsa.org,D8FF:BB42:E031:BE7A:7973:0B45:568D:496A:4E8A:CB59:AA83:66FD:6AB9:1E27:2A7D:16E4,pubkey.freetsa.org
ipredator,"Ipredator.se Server","Public DNSCrypt server in Sweden provided by Ipredator.se","Sweden",,https://www.ipredator.se,1,no,yes,no,194.132.32.32:443,2.dnscrypt-cert.ipredator.se,C44C:566A:A8D6:46C4:32B1:04F5:3D00:961B:32DC:71CF:1C04:BD9E:B013:E480:E7A4:7828,pubkey.resolver2.ipredator.se
securedns,"SecureDNS","Uncensored and no logging","Amsterdam Netherlands",,https://securedns.eu,1,yes,yes,no,146.185.167.43:5353,2.dnscrypt-cert.securedns.eu,B3A5:9769:1457:5B04:89E1:9FAE:9C43:E679:FAF2:8C57:1897:0031:7F7B:B496:291F:B095,2.dnscrypt-cert.securedns.eu
soltysiak,"Soltysiak","Public DNSCrypt server in Poland","Poland","52.4014619 16.9278078",http://dc1.soltysiak.com/,1,yes,yes,yes,178.216.201.222:2053,2.dnscrypt-cert.soltysiak.com,25C4:E188:2915:4697:8F9C:2BBD:B6A7:AFA4:01ED:A051:0508:5D53:03E7:1928:C066:8F21,pubkey.dc1.soltysiak.com
ventricle.us,"Anatomical DNS","Public DNSCrypt resolver provided by Jacob Henner","New York NY",,https://jacobhenner.com,1,yes,yes,no,107.170.57.34:443,2.dnscrypt-cert.dnscrypt.ventricle.us,E985:F118:AD4E:3CC6:5FF2:2520:1890:C6F5:58B7:5B5A:52F5:6B17:CFEA:C100:5C8B:9BAA,pubkey.dnscrypt.ventricle.us
yandex,"Yandex","Yandex public DNS server","Anycast",,https://www.yandex.com,1,no,no,no,77.88.8.78:15353,2.dnscrypt-cert.browser.yandex.net,D384:C071:C9F7:4662:AF2A:CCD5:7B5D:CC97:14D4:07B6:AD36:01E1:AEDC:06D5:6D49:6327,
